FIRST_DNAM,FIRST_CHIE,mean_rain,Year,Month
BOMBALI,MAKARI,4.616382,2015,12
BOMBALI,MARA,4.2133703,2015,12
BOMBALI,N'GOWAHUN,4.637626,2015,12
BOMBALI,PAKI MASABONG,4.252376,2015,12
BOMBALI,SAFROKO LIMBA,4.4986405,2015,12
BOMBALI,MAKENI CITY,0.0,2015,12
FALABA,DELEMANDUGU,4.8172903,2015,12
FALABA,DEMBELIA,3.9365113,2015,12
FALABA,DEMBELIA-SINKUNIA,6.5498376,2015,12
FALABA,FOLOSABA,4.542904,2015,12
FALABA,KAMADU YIRAIA,5.274714,2015,12
FALABA,KEBELIA,7.0381145,2015,12
FALABA,KULOR SARADU,3.442923,2015,12
FALABA,MONGO,6.3498325,2015,12
FALABA,MORIFINDUGU,6.8479614,2015,12
FALABA,NEYA,5.5358505,2015,12
FALABA,NYEDU,3.519604,2015,12
FALABA,SULIMA,6.717354,2015,12
FALABA,WOLLAY BARAWA,5.799967,2015,12
KOINADUGU,DIANG,6.524763,2015,12
KOINADUGU,GBONKOBON KAYAKA,4.656322,2015,12
KOINADUGU,KALIAN,5.1407046,2015,12
KOINADUGU,KAMUKEH,4.60597,2015,12
KOINADUGU,KASUNKO KAKELLIAN,2.8194916,2015,12
KOINADUGU,NIENI,4.545559,2015,12
KOINADUGU,SENGBE,3.4571052,2015,12
KOINADUGU,TAMISO,4.915508,2015,12
KOINADUGU,WARA WARA BAFODIA,5.9733386,2015,12
KOINADUGU,WARA WARA YAGALA,2.3225813,2015,12
TONKOLILI,DANSOGOIA,5.081657,2015,12
TONKOLILI,GBONKOLENKENI/MASANKONG,5.840918,2015,12
TONKOLILI,KAFE,6.5162287,2015,12
TONKOLILI,KALANTHUBA,9.813612,2015,12
TONKOLILI,KHOLIFA MABANG,3.1923442,2015,12
TONKOLILI,KHOLIFA MAMUNTHA/MAYOSSO,3.6149175,2015,12
TONKOLILI,KHOLIFA ROWALA,3.7305083,2015,12
TONKOLILI,KUNIKE BARINA,6.930074,2015,12
TONKOLILI,KUNIKE FOLAWUSU,3.8177865,2015,12
TONKOLILI,KUNIKE SANDA,7.151476,2015,12
TONKOLILI,MALAL,2.4983387,2015,12
TONKOLILI,MAYEPPOH,4.06044,2015,12
TONKOLILI,POLI,1.4846008,2015,12
TONKOLILI,SAMBAYA,7.5034404,2015,12
TONKOLILI,SIMIRIA,6.131862,2015,12
TONKOLILI,TANE,2.4342678,2015,12
TONKOLILI,YELE,3.163662,2015,12
TONKOLILI,YONI MABANTA,4.025157,2015,12
TONKOLILI,YONI MAMAILA,3.3180535,2015,12
KAMBIA,BRAMAIA,2.7812839,2015,12
KAMBIA,DIXON,4.6523857,2015,12
KAMBIA,GBINLE,1.8581464,2015,12
KAMBIA,KHONIMAKA,2.8215804,2015,12
KAMBIA,MAGBEMA,3.3796313,2015,12
KAMBIA,MAMBOLO,4.448801,2015,12
KAMBIA,MASUNGBALA,3.4229813,2015,12
KAMBIA,MUNU THALLAH,2.385243,2015,12
KAMBIA,SAMU,3.2266536,2015,12
KAMBIA,TONKO LIMBA,3.221636,2015,12
KARENE,BUYA,7.1578064,2015,12
KARENE,DIBIA,3.0014966,2015,12
KARENE,GBANTI_KARENE,3.982699,2015,12
KARENE,LIBEISAYGAHUN/GBOMBAHUN,2.7400846,2015,12
KARENE,MAFONDA MAKEREMBAY,4.6347365,2015,12
KARENE,ROMENDE,2.9638774,2015,12
KARENE,SAFROKO,3.14427,2015,12
KARENE,SANDA LOKO,3.379909,2015,12
KARENE,SANDA MAGBOLONTOR,3.4584947,2015,12
KARENE,SANDA TENDARAN,3.8386517,2015,12
KARENE,SELLA LIMBA,2.7938018,2015,12
KARENE,TAMBAKHA SIMIBUNGIE,3.8172967,2015,12
KARENE,TAMBAKHA YOBANGIE,4.9442925,2015,12
PORT LOKO,BAKEH LOKO,3.8138993,2015,12
PORT LOKO,BUREH,1.7988702,2015,12
PORT LOKO,KAFFU BULLOM,3.1051762,2015,12
PORT LOKO,KAMASONDO,3.5162632,2015,12
PORT LOKO,KASSEH,2.7823594,2015,12
PORT LOKO,KOYA,6.59576,2015,12
PORT LOKO,LOKOMASAMA,6.467838,2015,12
PORT LOKO,MACONTEH,2.7314854,2015,12
PORT LOKO,MAFORKI,4.0406013,2015,12
PORT LOKO,MAKAMA,6.7092466,2015,12
PORT LOKO,MARAMPA,3.4113085,2015,12
PORT LOKO,MASIMERA,4.3880873,2015,12
PORT LOKO,THAINKATOPA,5.2321935,2015,12
PORT LOKO,PORT LOKO CITY,4.3239045,2015,12
BO,BADJIA,5.6108294,2015,12
BO,BAGBO,5.8271136,2015,12
BO,BAGBWE(BAGBE),5.2180967,2015,12
BO,BOAMA,3.829644,2015,12
BO,BONGOR,3.8978539,2015,12
BO,BUMPE NGAO,8.743567,2015,12
BO,GBO,4.294875,2015,12
BO,JAIAMA,4.4202213,2015,12
BO,KAKUA,4.285461,2015,12
BO,KOMBOYA,6.1111693,2015,12
BO,LUGBU,4.817937,2015,12
BO,NIAWA LENGA,3.4842803,2015,12
BO,SELENGA,4.4095793,2015,12
BO,TIKONKO,4.420946,2015,12
BO,VALUNIA,7.035186,2015,12
BO,WONDE,3.331673,2015,12
BO,BO TOWN,2.0501008,2015,12
BONTHE,BENDU-CHA,5.966987,2015,12
BONTHE,BUM,14.441599,2015,12
BONTHE,DEMA,1.7195841,2015,12
BONTHE,IMPERRI,5.9554605,2015,12
BONTHE,JONG,9.051107,2015,12
BONTHE,KPANDA KEMO,6.182848,2015,12
BONTHE,KWAMEBAI KRIM,9.808223,2015,12
BONTHE,NONGOBA BULLOM,5.414365,2015,12
BONTHE,SITTIA,5.4530773,2015,12
BONTHE,SOGBENI,8.079864,2015,12
BONTHE,YAWBEKO,4.9254146,2015,12
BONTHE,BONTHE URBAN,8.929021,2015,12
MOYAMBA,BAGRUWA,5.685514,2015,12
MOYAMBA,BUMPEH,6.7089577,2015,12
MOYAMBA,DASSE,2.3627818,2015,12
MOYAMBA,FAKUNYA,4.147699,2015,12
MOYAMBA,KAGBORO,6.4648843,2015,12
MOYAMBA,KAIYAMBA,4.068784,2015,12
MOYAMBA,KAMAJEI,3.489976,2015,12
MOYAMBA,KONGBORA,5.58828,2015,12
MOYAMBA,KORI,3.9591887,2015,12
MOYAMBA,KOWA,3.7594128,2015,12
MOYAMBA,LOWER BANTA,4.926403,2015,12
MOYAMBA,RIBBI,4.617422,2015,12
MOYAMBA,TIMDALE,6.0875683,2015,12
MOYAMBA,UPPER BANTA,6.599467,2015,12
PUJEHUN,BARRI,10.40655,2015,12
PUJEHUN,PERRI,6.8175116,2015,12
PUJEHUN,KABONDE,3.3785012,2015,12
PUJEHUN,KPAKA,8.2914715,2015,12
PUJEHUN,MAKPELE,7.0794106,2015,12
PUJEHUN,MALEN,7.715795,2015,12
PUJEHUN,MONO SAKRIM,3.0543964,2015,12
PUJEHUN,PANGA,6.0464816,2015,12
PUJEHUN,PANGA KRIM,1.8364013,2015,12
PUJEHUN,PEJEH (FUTA PEJE),4.003714,2015,12
PUJEHUN,GALLINESS,7.8188567,2015,12
PUJEHUN,SORO GBEMA,14.585396,2015,12
PUJEHUN,SOWA,5.315699,2015,12
PUJEHUN,YAKEMU KPUKUMU,4.2159386,2015,12
WESTERN RURAL,KOYA RURAL,4.578189,2015,12
WESTERN RURAL,MOUNTAIN RURAL,3.0799952,2015,12
WESTERN RURAL,WATERLOO RURAL,5.6008596,2015,12
WESTERN RURAL,YORK RURAL,1.7758965,2015,12
WESTERN URBAN,CENTRAL I,17.04155,2015,12
WESTERN URBAN,CENTRAL II,0.0,2015,12
WESTERN URBAN,EAST I,0.0,2015,12
WESTERN URBAN,EAST II,0.0,2015,12
WESTERN URBAN,EAST III,1.0374198,2015,12
WESTERN URBAN,WEST I,0.0,2015,12
WESTERN URBAN,WEST II,0.0,2015,12
WESTERN URBAN,WEST III,1.7411169,2015,12
KAILAHUN,DEA,7.578737,2016,1
KAILAHUN,JAHN,4.065516,2016,1
KAILAHUN,JAWIE,4.7145147,2016,1
KAILAHUN,KISSI KAMA,4.500853,2016,1
KAILAHUN,KISSI TENG,2.487587,2016,1
KAILAHUN,KISSI TONGI,3.4331748,2016,1
KAILAHUN,KPEJE BONGRE,2.425958,2016,1
KAILAHUN,KPEJE WEST,3.6298828,2016,1
KAILAHUN,LUAWA,6.273178,2016,1
KAILAHUN,MALEMA,6.90945,2016,1
KAILAHUN,MANDU,5.1804743,2016,1
KAILAHUN,NJALUAHUN,2.9883096,2016,1
KAILAHUN,PENGUIA,4.430903,2016,1
KAILAHUN,UPPER BAMBARA,6.2334476,2016,1
KAILAHUN,YAWEI,4.2059155,2016,1
KENEMA,DAMA,6.400177,2016,1
KENEMA,DODO,5.0955257,2016,1
KENEMA,GAURA,7.00554,2016,1
KENEMA,GORAMA MENDE,4.265942,2016,1
KENEMA,KANDU LEPPIAMA,7.8066106,2016,1
KENEMA,KOYA,5.258549,2016,1
KENEMA,LANGRAMA,1.6539072,2016,1
KENEMA,LOWER BAMBARA,6.929647,2016,1
KENEMA,MALEGOHUN,4.3657637,2016,1
KENEMA,NIAWA,4.6261373,2016,1
KENEMA,NOMO,4.56228,2016,1
KENEMA,NONGOWA,6.7349114,2016,1
KENEMA,SIMBARU,3.6024392,2016,1
KENEMA,SMALL BO,6.3786554,2016,1
KENEMA,TUNKIA,5.7151113,2016,1
KENEMA,WANDOR,4.257746,2016,1
KENEMA,KENEMA CITY,6.2720923,2016,1
KONO,FIAMA,3.5419643,2016,1
KONO,GBANE,4.808988,2016,1
KONO,GBANE KANDOR,3.0025854,2016,1
KONO,GBENSE,2.1973097,2016,1
KONO,GORAMA KONO,4.386593,2016,1
KONO,KAMARA,4.298651,2016,1
KONO,LEI,4.7565913,2016,1
KONO,MAFINDOR,3.7807302,2016,1
KONO,NIMIKORO,5.12843,2016,1
KONO,NIMIYAMA,3.7327564,2016,1
KONO,SANDOR,4.695359,2016,1
KONO,SOA,5.106463,2016,1
KONO,TANKORO,3.6399872,2016,1
KONO,TOLI,1.9669088,2016,1
KONO,KOIDU CITY,0.0,2016,1
BOMBALI,BIRIWA,1.507952,2016,1
BOMBALI,BOMBALI SEBORA,1.1990019,2016,1
BOMBALI,BOMBALI SIARI,0.5334069,2016,1
BOMBALI,GBANTI,0.6739581,2016,1
BOMBALI,GBENDEMBU,1.0976354,2016,1
BOMBALI,KAMARANKA,0.66864693,2016,1
BOMBALI,MAGBAIMBA NDORWAHUN,0.7922149,2016,1
BOMBALI,MAKARI,1.5911996,2016,1
BOMBALI,MARA,1.3808603,2016,1
BOMBALI,N'GOWAHUN,1.5602069,2016,1
BOMBALI,PAKI MASABONG,1.6143763,2016,1
BOMBALI,SAFROKO LIMBA,1.5011414,2016,1
BOMBALI,MAKENI CITY,0.0,2016,1
FALABA,DELEMANDUGU,1.4767528,2016,1
FALABA,DEMBELIA,2.7587802,2016,1
FALABA,DEMBELIA-SINKUNIA,2.856722,2016,1
FALABA,FOLOSABA,2.680422,2016,1
FALABA,KAMADU YIRAIA,2.9892712,2016,1
FALABA,KEBELIA,2.1685867,2016,1
FALABA,KULOR SARADU,1.5550464,2016,1
FALABA,MONGO,2.8990726,2016,1
FALABA,MORIFINDUGU,3.2696822,2016,1
FALABA,NEYA,2.269744,2016,1
FALABA,NYEDU,1.2934088,2016,1
FALABA,SULIMA,2.9949136,2016,1
FALABA,WOLLAY BARAWA,2.3541467,2016,1
KOINADUGU,DIANG,2.5492232,2016,1
KOINADUGU,GBONKOBON KAYAKA,1.818681,2016,1
KOINADUGU,KALIAN,2.4393404,2016,1
KOINADUGU,KAMUKEH,2.0968342,2016,1
KOINADUGU,KASUNKO KAKELLIAN,1.0497086,2016,1
KOINADUGU,NIENI,2.0835593,2016,1
KOINADUGU,SENGBE,2.3719254,2016,1
KOINADUGU,TAMISO,1.0761981,2016,1
KOINADUGU,WARA WARA BAFODIA,2.6821353,2016,1
KOINADUGU,WARA WARA YAGALA,1.7317964,2016,1
TONKOLILI,DANSOGOIA,1.4916273,2016,1
TONKOLILI,GBONKOLENKENI/MASANKONG,2.4112267,2016,1
TONKOLILI,KAFE,2.813891,2016,1
TONKOLILI,KALANTHUBA,2.6036208,2016,1
TONKOLILI,KHOLIFA MABANG,1.051649,2016,1
TONKOLILI,KHOLIFA MAMUNTHA/MAYOSSO,0.9164336,2016,1
TONKOLILI,KHOLIFA ROWALA,1.3898611,2016,1
TONKOLILI,KUNIKE BARINA,3.0708308,2016,1
TONKOLILI,KUNIKE FOLAWUSU,1.8498899,2016,1
TONKOLILI,KUNIKE SANDA,4.1745896,2016,1
TONKOLILI,MALAL,1.0553933,2016,1
TONKOLILI,MAYEPPOH,1.7941654,2016,1
TONKOLILI,POLI,0.58638406,2016,1
TONKOLILI,SAMBAYA,3.0001414,2016,1
TONKOLILI,SIMIRIA,1.935656,2016,1
TONKOLILI,TANE,0.97509784,2016,1
TONKOLILI,YELE,1.3910162,2016,1
TONKOLILI,YONI MABANTA,2.1484854,2016,1
TONKOLILI,YONI MAMAILA,1.4440488,2016,1
KAMBIA,BRAMAIA,0.906624,2016,1
KAMBIA,DIXON,0.9559957,2016,1
KAMBIA,GBINLE,0.398167,2016,1
KAMBIA,KHONIMAKA,0.70848,2016,1
KAMBIA,MAGBEMA,1.0030644,2016,1
KAMBIA,MAMBOLO,1.5335631,2016,1
KAMBIA,MASUNGBALA,1.0683676,2016,1
KAMBIA,MUNU THALLAH,0.8539854,2016,1
KAMBIA,SAMU,0.6555422,2016,1
KAMBIA,TONKO LIMBA,1.0528455,2016,1
KARENE,BUYA,2.7932813,2016,1
KARENE,DIBIA,1.2401495,2016,1
KARENE,GBANTI_KARENE,1.1529856,2016,1
KARENE,LIBEISAYGAHUN/GBOMBAHUN,0.9214963,2016,1
KARENE,MAFONDA MAKEREMBAY,1.6461374,2016,1
KARENE,ROMENDE,1.1728297,2016,1
KARENE,SAFROKO,1.1727961,2016,1
KARENE,SANDA LOKO,1.0910903,2016,1
KARENE,SANDA MAGBOLONTOR,1.2744935,2016,1
KARENE,SANDA TENDARAN,1.1751654,2016,1
KARENE,SELLA LIMBA,0.9162423,2016,1
KARENE,TAMBAKHA SIMIBUNGIE,1.1516223,2016,1
KARENE,TAMBAKHA YOBANGIE,1.488324,2016,1
PORT LOKO,BAKEH LOKO,1.5696256,2016,1
PORT LOKO,BUREH,0.7246954,2016,1
PORT LOKO,KAFFU BULLOM,0.7382441,2016,1
PORT LOKO,KAMASONDO,1.3949461,2016,1
PORT LOKO,KASSEH,1.1301657,2016,1
PORT LOKO,KOYA,3.2848732,2016,1
PORT LOKO,LOKOMASAMA,2.146834,2016,1
PORT LOKO,MACONTEH,0.9218373,2016,1
PORT LOKO,MAFORKI,1.7247131,2016,1
PORT LOKO,MAKAMA,2.785938,2016,1
PORT LOKO,MARAMPA,1.6046553,2016,1
PORT LOKO,MASIMERA,2.099998,2016,1
PORT LOKO,THAINKATOPA,2.2413962,2016,1
PORT LOKO,PORT LOKO CITY,1.5294027,2016,1
BO,BADJIA,3.873983,2016,1
BO,BAGBO,4.085736,2016,1
BO,BAGBWE(BAGBE),3.8905663,2016,1
BO,BOAMA,3.062658,2016,1
BO,BONGOR,2.93441,2016,1
BO,BUMPE NGAO,5.4613395,2016,1
BO,GBO,2.3356442,2016,1
BO,JAIAMA,3.3637233,2016,1
BO,KAKUA,2.924943,2016,1
BO,KOMBOYA,3.047229,2016,1
BO,LUGBU,3.3483348,2016,1
BO,NIAWA LENGA,1.8996831,2016,1
BO,SELENGA,2.547129,2016,1
BO,TIKONKO,3.110117,2016,1
BO,VALUNIA,3.2605855,2016,1
BO,WONDE,2.856857,2016,1
BO,BO TOWN,1.4347845,2016,1
BONTHE,BENDU-CHA,2.5518045,2016,1
BONTHE,BUM,9.122323,2016,1
BONTHE,DEMA,0.8424506,2016,1
BONTHE,IMPERRI,2.525668,2016,1
BONTHE,JONG,4.6453996,2016,1
BONTHE,KPANDA KEMO,4.0376577,2016,1
BONTHE,KWAMEBAI KRIM,6.481341,2016,1
BONTHE,NONGOBA BULLOM,3.0902493,2016,1
BONTHE,SITTIA,2.303374,2016,1
BONTHE,SOGBENI,4.658898,2016,1
BONTHE,YAWBEKO,2.6295283,2016,1
BONTHE,BONTHE URBAN,2.6545916,2016,1
MOYAMBA,BAGRUWA,2.0974917,2016,1
MOYAMBA,BUMPEH,3.2308135,2016,1
MOYAMBA,DASSE,1.282099,2016,1
MOYAMBA,FAKUNYA,2.4022171,2016,1
MOYAMBA,KAGBORO,2.3456194,2016,1
MOYAMBA,KAIYAMBA,1.6665375,2016,1
MOYAMBA,KAMAJEI,1.7202073,2016,1
MOYAMBA,KONGBORA,2.527381,2016,1
MOYAMBA,KORI,1.9761515,2016,1
MOYAMBA,KOWA,1.9674256,2016,1
MOYAMBA,LOWER BANTA,2.4990346,2016,1
MOYAMBA,RIBBI,2.543757,2016,1
MOYAMBA,TIMDALE,1.8702075,2016,1
MOYAMBA,UPPER BANTA,3.9723597,2016,1
PUJEHUN,BARRI,6.620074,2016,1
PUJEHUN,PERRI,4.09545,2016,1
PUJEHUN,KABONDE,2.6188304,2016,1
PUJEHUN,KPAKA,4.63386,2016,1
PUJEHUN,MAKPELE,4.169003,2016,1
PUJEHUN,MALEN,5.2973175,2016,1
PUJEHUN,MONO SAKRIM,1.7110437,2016,1
PUJEHUN,PANGA,4.4250674,2016,1
PUJEHUN,PANGA KRIM,1.4156063,2016,1
PUJEHUN,PEJEH (FUTA PEJE),3.1691136,2016,1
PUJEHUN,GALLINESS,4.5111656,2016,1
PUJEHUN,SORO GBEMA,7.4298716,2016,1
PUJEHUN,SOWA,4.0585027,2016,1
PUJEHUN,YAKEMU KPUKUMU,2.742608,2016,1
WESTERN RURAL,KOYA RURAL,2.39895,2016,1
WESTERN RURAL,MOUNTAIN RURAL,1.1304497,2016,1
WESTERN RURAL,WATERLOO RURAL,2.3810742,2016,1
WESTERN RURAL,YORK RURAL,0.7522125,2016,1
WESTERN URBAN,CENTRAL I,5.438201,2016,1
WESTERN URBAN,CENTRAL II,0.0,2016,1
WESTERN URBAN,EAST I,0.0,2016,1
WESTERN URBAN,EAST II,0.0,2016,1
WESTERN URBAN,EAST III,0.42065525,2016,1
WESTERN URBAN,WEST I,0.0,2016,1
WESTERN URBAN,WEST II,0.0,2016,1
WESTERN URBAN,WEST III,0.49418196,2016,1
KAILAHUN,DEA,7.100021,2016,2
KAILAHUN,JAHN,3.800337,2016,2
KAILAHUN,JAWIE,3.4990113,2016,2
KAILAHUN,KISSI KAMA,4.1685023,2016,2
KAILAHUN,KISSI TENG,2.2581391,2016,2
KAILAHUN,KISSI TONGI,2.7578745,2016,2
KAILAHUN,KPEJE BONGRE,2.1805913,2016,2
KAILAHUN,KPEJE WEST,3.500301,2016,2
KAILAHUN,LUAWA,4.202094,2016,2
KAILAHUN,MALEMA,7.192458,2016,2
KAILAHUN,MANDU,4.353798,2016,2
KAILAHUN,NJALUAHUN,2.4911432,2016,2
KAILAHUN,PENGUIA,3.7975929,2016,2
KAILAHUN,UPPER BAMBARA,4.2219,2016,2
KAILAHUN,YAWEI,3.561709,2016,2
KENEMA,DAMA,5.964708,2016,2
KENEMA,DODO,5.125126,2016,2
KENEMA,GAURA,8.194169,2016,2
KENEMA,GORAMA MENDE,5.3451047,2016,2
KENEMA,KANDU LEPPIAMA,7.2328725,2016,2
KENEMA,KOYA,6.0739026,2016,2
KENEMA,LANGRAMA,2.3564847,2016,2
KENEMA,LOWER BAMBARA,6.8956966,2016,2
KENEMA,MALEGOHUN,4.4545217,2016,2
KENEMA,NIAWA,5.5883617,2016,2
KENEMA,NOMO,6.2169113,2016,2
KENEMA,NONGOWA,5.9068046,2016,2
KENEMA,SIMBARU,3.4966023,2016,2
KENEMA,SMALL BO,5.516586,2016,2
KENEMA,TUNKIA,8.66811,2016,2
KENEMA,WANDOR,4.5706477,2016,2
KENEMA,KENEMA CITY,5.689714,2016,2
KONO,FIAMA,5.8681865,2016,2
KONO,GBANE,5.5879693,2016,2
KONO,GBANE KANDOR,4.6257224,2016,2
KONO,GBENSE,4.264324,2016,2
KONO,GORAMA KONO,4.6973476,2016,2
KONO,KAMARA,7.49151,2016,2
KONO,LEI,10.090009,2016,2
KONO,MAFINDOR,6.6355762,2016,2
KONO,NIMIKORO,8.24964,2016,2
KONO,NIMIYAMA,5.181864,2016,2
KONO,SANDOR,8.494642,2016,2
KONO,SOA,6.9366717,2016,2
KONO,TANKORO,6.2120414,2016,2
KONO,TOLI,5.123778,2016,2
KONO,KOIDU CITY,0.0,2016,2
BOMBALI,BIRIWA,1.7489496,2016,2
BOMBALI,BOMBALI SEBORA,1.5514969,2016,2
BOMBALI,BOMBALI SIARI,0.93342686,2016,2
BOMBALI,GBANTI,0.8135018,2016,2
BOMBALI,GBENDEMBU,0.86063695,2016,2
BOMBALI,KAMARANKA,0.33752096,2016,2
BOMBALI,MAGBAIMBA NDORWAHUN,0.7868926,2016,2
BOMBALI,MAKARI,1.2588072,2016,2
BOMBALI,MARA,1.7998601,2016,2
BOMBALI,N'GOWAHUN,1.2437577,2016,2
BOMBALI,PAKI MASABONG,2.8813426,2016,2
BOMBALI,SAFROKO LIMBA,2.1983988,2016,2
BOMBALI,MAKENI CITY,0.0,2016,2
FALABA,DELEMANDUGU,5.4225674,2016,2
FALABA,DEMBELIA,3.2104824,2016,2
FALABA,DEMBELIA-SINKUNIA,3.7188115,2016,2
FALABA,FOLOSABA,3.799602,2016,2
FALABA,KAMADU YIRAIA,4.8497305,2016,2
FALABA,KEBELIA,3.0472052,2016,2
FALABA,KULOR SARADU,5.1522098,2016,2
FALABA,MONGO,7.0796666,2016,2
FALABA,MORIFINDUGU,6.0237494,2016,2
FALABA,NEYA,8.224671,2016,2
FALABA,NYEDU,4.245762,2016,2
FALABA,SULIMA,4.418151,2016,2
FALABA,WOLLAY BARAWA,5.1179156,2016,2
KOINADUGU,DIANG,4.051528,2016,2
KOINADUGU,GBONKOBON KAYAKA,2.6079829,2016,2
KOINADUGU,KALIAN,4.761679,2016,2
KOINADUGU,KAMUKEH,3.271756,2016,2
KOINADUGU,KASUNKO KAKELLIAN,1.3054363,2016,2
KOINADUGU,NIENI,4.2750454,2016,2
KOINADUGU,SENGBE,3.5351052,2016,2
KOINADUGU,TAMISO,1.2095758,2016,2
KOINADUGU,WARA WARA BAFODIA,3.9336162,2016,2
KOINADUGU,WARA WARA YAGALA,2.8521798,2016,2
TONKOLILI,DANSOGOIA,2.6508508,2016,2
TONKOLILI,GBONKOLENKENI/MASANKONG,4.592984,2016,2
TONKOLILI,KAFE,6.8300643,2016,2
TONKOLILI,KALANTHUBA,4.039114,2016,2
TONKOLILI,KHOLIFA MABANG,1.5393006,2016,2
TONKOLILI,KHOLIFA MAMUNTHA/MAYOSSO,1.8004098,2016,2
TONKOLILI,KHOLIFA ROWALA,2.7290795,2016,2
TONKOLILI,KUNIKE BARINA,6.061896,2016,2
TONKOLILI,KUNIKE FOLAWUSU,3.3352184,2016,2
TONKOLILI,KUNIKE SANDA,5.77391,2016,2
TONKOLILI,MALAL,1.4312193,2016,2
TONKOLILI,MAYEPPOH,3.7543528,2016,2
TONKOLILI,POLI,1.1834686,2016,2
TONKOLILI,SAMBAYA,6.128247,2016,2
TONKOLILI,SIMIRIA,4.565524,2016,2
TONKOLILI,TANE,2.052637,2016,2
TONKOLILI,YELE,2.5538085,2016,2
TONKOLILI,YONI MABANTA,2.94058,2016,2
TONKOLILI,YONI MAMAILA,1.8511462,2016,2
KAMBIA,BRAMAIA,0.8578037,2016,2
KAMBIA,DIXON,1.0679883,2016,2
KAMBIA,GBINLE,0.34970897,2016,2
KAMBIA,KHONIMAKA,0.12816502,2016,2
KAMBIA,MAGBEMA,0.91627544,2016,2
KAMBIA,MAMBOLO,2.158927,2016,2
KAMBIA,MASUNGBALA,1.1489869,2016,2
KAMBIA,MUNU THALLAH,1.0532076,2016,2
KAMBIA,SAMU,0.8731429,2016,2
KAMBIA,TONKO LIMBA,0.79477257,2016,2
KARENE,BUYA,3.3192756,2016,2
KARENE,DIBIA,1.5684116,2016,2
KARENE,GBANTI_KARENE,0.37435883,2016,2
KARENE,LIBEISAYGAHUN/GBOMBAHUN,0.8595017,2016,2
KARENE,MAFONDA MAKEREMBAY,1.6495031,2016,2
KARENE,ROMENDE,1.1831039,2016,2
KARENE,SAFROKO,1.486433,2016,2
KARENE,SANDA LOKO,0.84196323,2016,2
KARENE,SANDA MAGBOLONTOR,1.1459105,2016,2
KARENE,SANDA TENDARAN,0.5903728,2016,2
KARENE,SELLA LIMBA,0.45557502,2016,2
KARENE,TAMBAKHA SIMIBUNGIE,0.23009378,2016,2
KARENE,TAMBAKHA YOBANGIE,1.4758925,2016,2
PORT LOKO,BAKEH LOKO,2.185878,2016,2
PORT LOKO,BUREH,0.9140055,2016,2
PORT LOKO,KAFFU BULLOM,1.0061905,2016,2
PORT LOKO,KAMASONDO,1.8594464,2016,2
PORT LOKO,KASSEH,1.3960471,2016,2
PORT LOKO,KOYA,3.0055192,2016,2
PORT LOKO,LOKOMASAMA,2.9743884,2016,2
PORT LOKO,MACONTEH,1.2242928,2016,2
PORT LOKO,MAFORKI,2.0778904,2016,2
PORT LOKO,MAKAMA,3.3303206,2016,2
PORT LOKO,MARAMPA,1.6061013,2016,2
PORT LOKO,MASIMERA,2.2671106,2016,2
PORT LOKO,THAINKATOPA,2.9298465,2016,2
PORT LOKO,PORT LOKO CITY,1.8280652,2016,2
BO,BADJIA,3.7116542,2016,2
BO,BAGBO,4.992117,2016,2
BO,BAGBWE(BAGBE),4.2412124,2016,2
BO,BOAMA,2.8783598,2016,2
BO,BONGOR,3.2507348,2016,2
BO,BUMPE NGAO,6.101298,2016,2
BO,GBO,2.555299,2016,2
BO,JAIAMA,4.5526757,2016,2
BO,KAKUA,3.1541135,2016,2
BO,KOMBOYA,3.6719506,2016,2
BO,LUGBU,3.7922196,2016,2
BO,NIAWA LENGA,2.1933792,2016,2
BO,SELENGA,2.8973835,2016,2
BO,TIKONKO,3.257291,2016,2
BO,VALUNIA,5.1286736,2016,2
BO,WONDE,3.6274447,2016,2
BO,BO TOWN,1.624764,2016,2
BONTHE,BENDU-CHA,3.31896,2016,2
BONTHE,BUM,12.83721,2016,2
BONTHE,DEMA,1.1971327,2016,2
BONTHE,IMPERRI,3.8766484,2016,2
BONTHE,JONG,5.6264014,2016,2
BONTHE,KPANDA KEMO,4.4715915,2016,2
BONTHE,KWAMEBAI KRIM,9.097104,2016,2
BONTHE,NONGOBA BULLOM,3.9932413,2016,2
BONTHE,SITTIA,3.3277814,2016,2
BONTHE,SOGBENI,5.576386,2016,2
BONTHE,YAWBEKO,3.3856223,2016,2
BONTHE,BONTHE URBAN,3.8831668,2016,2
MOYAMBA,BAGRUWA,4.4814386,2016,2
MOYAMBA,BUMPEH,5.1323023,2016,2
MOYAMBA,DASSE,2.8819423,2016,2
MOYAMBA,FAKUNYA,4.2183127,2016,2
MOYAMBA,KAGBORO,4.055819,2016,2
MOYAMBA,KAIYAMBA,4.036673,2016,2
MOYAMBA,KAMAJEI,2.2767105,2016,2
MOYAMBA,KONGBORA,5.467549,2016,2
MOYAMBA,KORI,3.4250824,2016,2
MOYAMBA,KOWA,2.7257874,2016,2
MOYAMBA,LOWER BANTA,3.58761,2016,2
MOYAMBA,RIBBI,2.6383758,2016,2
MOYAMBA,TIMDALE,3.9919052,2016,2
MOYAMBA,UPPER BANTA,4.768301,2016,2
PUJEHUN,BARRI,10.326594,2016,2
PUJEHUN,PERRI,6.532609,2016,2
PUJEHUN,KABONDE,3.2063723,2016,2
PUJEHUN,KPAKA,5.2524185,2016,2
